수행시각,뽑기ID,groupID,아이템명,뽑기횟수,뽑기확률(%),기대확률(%),오차(%)
2023-02-26 23:24,300009,10009,용아병,39709,3.9709,3.9575,0.3386
2023-02-26 23:24,300009,10009,콜로복,39382,3.9382,3.9575,0.4877
2023-02-26 23:24,300009,10009,선인장,39501,3.9501,3.9575,0.187
2023-02-26 23:24,300009,10009,갈색 곰,39607,3.9607,3.9575,0.0809
2023-02-26 23:24,300009,10009,놀 아처,39468,3.9468,3.9574,0.2679
2023-02-26 23:24,300009,10009,식인늑대,39483,3.9483,3.9574,0.2299
2023-02-26 23:24,300009,10009,리자드맨,39518,3.9518,3.9574,0.1415
2023-02-26 23:24,300009,10009,군,39681,3.9681,3.9574,0.2704
2023-02-26 23:24,300009,10009,코볼트 아처,39618,3.9618,3.9574,0.1112
2023-02-26 23:24,300009,10009,청개구리,39483,3.9483,3.9574,0.2299
2023-02-26 23:24,300009,10009,벌거숭이 군,39558,3.9558,3.9574,0.0404
2023-02-26 23:24,300009,10009,괴물게,39497,3.9497,3.9574,0.1946
2023-02-26 23:24,300009,10009,데몬 스토커,8497,0.8497,0.8422,0.8905
2023-02-26 23:24,300009,10009,캐노네이드 키틴,8321,0.8321,0.8422,1.1992
2023-02-26 23:24,300009,10009,인퍼날,8489,0.8489,0.8422,0.7955
2023-02-26 23:24,300009,10009,버서커,8337,0.8337,0.8422,1.0093
2023-02-26 23:24,300009,10009,가고일,8339,0.8339,0.8422,0.9855
2023-02-26 23:24,300009,10009,데몬,8456,0.8456,0.8422,0.4037
2023-02-26 23:24,300009,10009,러스트 뱀파이어,8423,0.8423,0.8422,0.0119
2023-02-26 23:24,300009,10009,뱀파이어 퀸,8343,0.8343,0.8422,0.938
2023-02-26 23:24,300009,10009,데빌,8439,0.8439,0.8422,0.2019
2023-02-26 23:24,300009,10009,스켈레톤 나이트,8358,0.8358,0.8422,0.7599
2023-02-26 23:24,300009,10009,노움,8365,0.8365,0.8422,0.6768
2023-02-26 23:24,300009,10009,오크 전사,8544,0.8544,0.8422,1.4486
2023-02-26 23:24,300009,10009,트롤,8266,0.8266,0.8422,1.8523
2023-02-26 23:24,300009,10009,루움,8536,0.8536,0.8421,1.3656
2023-02-26 23:24,300009,10009,본보우 아크리언,8403,0.8403,0.8421,0.2138
2023-02-26 23:24,300009,10009,메테오스 레인저,8494,0.8494,0.8421,0.8669
2023-02-26 23:24,300009,10009,임프,8423,0.8423,0.8421,0.0238
2023-02-26 23:24,300009,10009,뱅갈 나이트,8616,0.8616,0.8421,2.3156
2023-02-26 23:24,300009,10009,메테오스 쉐도우,8366,0.8366,0.8421,0.6531
2023-02-26 23:24,300009,10009,바바야가,8499,0.8499,0.8421,0.9263
2023-02-26 23:24,300009,10009,곰인형,8397,0.8397,0.8421,0.285
2023-02-26 23:24,300009,10009,트로글다이트,8379,0.8379,0.8421,0.4988
2023-02-26 23:24,300009,10009,문엘프 전사,8400,0.84,0.8421,0.2494
2023-02-26 23:24,300009,10009,문엘프 마법사,8389,0.8389,0.8421,0.38
2023-02-26 23:24,300009,10009,레프리컨,129,0.0129,0.0135,4.4444
2023-02-26 23:24,300009,10009,래서 아스타로트,146,0.0146,0.0135,8.1481
2023-02-26 23:24,300009,10009,몽크마스터,116,0.0116,0.0135,14.0741
2023-02-26 23:24,300009,10009,드래곤 나이트,128,0.0128,0.0135,5.1852
2023-02-26 23:24,300009,10009,노아스,145,0.0145,0.0135,7.4074
2023-02-26 23:24,300009,10009,엘라임,149,0.0149,0.0135,10.3704
2023-02-26 23:24,300009,10009,크루얼 크루세이더,143,0.0143,0.0135,5.9259
2023-02-26 23:24,300009,10009,퓨리,128,0.0128,0.0135,5.1852
2023-02-26 23:24,300009,10009,수호자 엘리엇,127,0.0127,0.0135,5.9259
2023-02-26 23:24,300009,10009,드래곤 나이트 아처,129,0.0129,0.0135,4.4444
2023-02-26 23:24,300009,10009,래서 루시퍼,142,0.0142,0.0135,5.1852
2023-02-26 23:24,300009,10009,님로드 크루세이더,143,0.0143,0.0135,5.9259
2023-02-26 23:24,300009,10009,슈리엘,114,0.0114,0.0135,15.5556
2023-02-26 23:24,300009,10009,파이어 데몬,131,0.0131,0.0135,2.963
2023-02-26 23:24,300009,10009,광휘의 엘로라,134,0.0134,0.0135,0.7407
2023-02-26 23:24,300009,10009,쉐이드 웨폰,155,0.0155,0.0134,15.6716
2023-02-26 23:24,300009,10009,네크로맨서,134,0.0134,0.0134,0.0
2023-02-26 23:24,300009,10009,시아페,167,0.0167,0.0134,24.6269
2023-02-26 23:24,300009,10009,레이커,135,0.0135,0.0134,0.7463
2023-02-26 23:24,300009,10009,골든 엠페러,154,0.0154,0.0134,14.9254
2023-02-26 23:24,300009,10009,타락한 엘프,137,0.0137,0.0134,2.2388
2023-02-26 23:24,300009,10009,문라이트 네메시스,120,0.012,0.0134,10.4478
2023-02-26 23:24,300009,10009,가이아,139,0.0139,0.0134,3.7313
2023-02-26 23:24,300009,10009,골든 엠페러 아처,137,0.0137,0.0134,2.2388
2023-02-26 23:24,300009,10009,가이아 거너,143,0.0143,0.0134,6.7164
2023-02-26 23:24,300009,10009,스핀들 네메시스,128,0.0128,0.0134,4.4776
2023-02-26 23:24,300009,10009,차크람 소녀,142,0.0142,0.0134,5.9701
2023-02-26 23:24,300009,10009,타락한 엘프 아처,149,0.0149,0.0134,11.194
2023-02-26 23:24,300009,10009,길가메쉬 아처,124,0.0124,0.0134,7.4627
2023-02-26 23:24,300009,10009,에리세드,127,0.0127,0.0134,5.2239
2023-02-26 23:24,300009,10009,길가메쉬 나이트,144,0.0144,0.0134,7.4627
2023-02-26 23:24,300009,10009,바바리안,137,0.0137,0.0134,2.2388
2023-02-26 23:24,300009,10009,글래디에이터,130,0.013,0.0134,2.9851
2023-02-26 23:24,300009,10009,아수라,136,0.0136,0.0134,1.4925
2023-02-26 23:24,300009,10009,아크데몬,145,0.0145,0.0134,8.209
2023-02-26 23:24,300009,10009,황천의 기사,134,0.0134,0.0134,0.0
2023-02-26 23:24,300009,10009,라르카 집정관,145,0.0145,0.0134,8.209
2023-02-26 23:24,300009,10009,헤라클레스,139,0.0139,0.0134,3.7313
2023-02-26 23:24,300009,10009,황천의 레인저,131,0.0131,0.0134,2.2388
2023-02-26 23:24,300009,10009,리치 킹,125,0.0125,0.0134,6.7164
2023-02-26 23:24,300009,10009,렉스,138,0.0138,0.0134,2.9851
2023-02-26 23:24,300009,10009,메타트론 아처,27,0.0027,0.003,10.0
2023-02-26 23:24,300009,10009,메타트론,27,0.0027,0.003,10.0
2023-02-26 23:24,300009,10009,아폴론,32,0.0032,0.003,6.6667
2023-02-26 23:24,300009,10009,아르테미스,23,0.0023,0.003,23.3333
2023-02-26 23:24,300009,10009,크로노스,31,0.0031,0.003,3.3333
2023-02-26 23:24,300009,10009,오페르시나,30,0.003,0.003,0.0
2023-02-26 23:24,300009,10009,크로노스 아처,28,0.0028,0.003,6.6667
2023-02-26 23:24,300009,10009,오페르시나 아처,28,0.0028,0.003,6.6667
2023-02-26 23:24,300009,10009,비숍,23,0.0023,0.003,23.3333
2023-02-26 23:24,300009,10009,넵튠,37,0.0037,0.003,23.3333
2023-02-26 23:24,300009,10009,암살단 암흑,32,0.0032,0.003,6.6667
2023-02-26 23:24,300009,10009,에리스,24,0.0024,0.003,20.0
2023-02-26 23:24,300009,10009,암살단 칠흑,32,0.0032,0.0029,10.3448
2023-02-26 23:24,300009,10009,네케브,27,0.0027,0.0029,6.8966
2023-02-26 23:24,300009,10009,바알베크의 사령관,17,0.0017,0.0029,41.3793
2023-02-26 23:24,300009,10009,넵튠 아처,26,0.0026,0.0029,10.3448
2023-02-26 23:24,300009,10009,아바돈,34,0.0034,0.0029,17.2414
2023-02-26 23:24,300009,10009,엘사라드,35,0.0035,0.0029,20.6897
2023-02-26 23:24,300009,10009,유피테르의 사념,31,0.0031,0.0029,6.8966
2023-02-26 23:24,300009,10009,아누비스,23,0.0023,0.0029,20.6897
2023-02-26 23:24,300009,10009,엠퍼사이저,36,0.0036,0.0029,24.1379
2023-02-26 23:24,300009,10009,휠카셀,38,0.0038,0.0029,31.0345
2023-02-26 23:24,300009,10009,센티넬,24,0.0024,0.0029,17.2414
2023-02-26 23:24,300009,10009,오페르시나 어쌔신,30,0.003,0.0029,3.4483
2023-02-26 23:24,300009,10009,메타트론 어쌔신,38,0.0038,0.0029,31.0345
2023-02-26 23:24,300009,10009,수라,35,0.0035,0.0029,20.6897
2023-02-26 23:24,300009,10009,넵튠 슬레이어,30,0.003,0.0029,3.4483
2023-02-26 23:24,300009,10009,암살단 일격,34,0.0034,0.0029,17.2414
2023-02-26 23:24,300009,10009,바알베크의 집행관,19,0.0019,0.0029,34.4828
2023-02-26 23:24,300009,10009,미드나잇 아르테미스,39,0.0039,0.0029,34.4828
2023-02-26 23:24,310003,10000,하피,39591,3.9591,3.9575,0.0404
2023-02-26 23:24,310003,10000,코볼트,39446,3.9446,3.9575,0.326
2023-02-26 23:24,310003,10000,놀 병사,39602,3.9602,3.9575,0.0682
2023-02-26 23:24,310003,10000,오크,39756,3.9756,3.9575,0.4574
2023-02-26 23:24,310003,10000,그렘린,39570,3.957,3.9575,0.0126
2023-02-26 23:24,310003,10000,홉 고블린,39167,3.9167,3.9575,1.031
2023-02-26 23:24,310003,10000,용아병,39351,3.9351,3.9575,0.566
2023-02-26 23:24,310003,10000,좀비,39818,3.9818,3.9575,0.614
2023-02-26 23:24,310003,10000,버섯돌이,39482,3.9482,3.9575,0.235
2023-02-26 23:24,310003,10000,콜로복,39670,3.967,3.9575,0.2401
2023-02-26 23:24,310003,10000,놀 아처,39701,3.9701,3.9574,0.3209
2023-02-26 23:24,310003,10000,갈색 곰,39608,3.9608,3.9575,0.0834
2023-02-26 23:24,310003,10000,선인장,39567,3.9567,3.9575,0.0202
2023-02-26 23:24,310003,10000,식인늑대,39519,3.9519,3.9574,0.139
2023-02-26 23:24,310003,10000,코볼트 아처,39754,3.9754,3.9574,0.4548
2023-02-26 23:24,310003,10000,리자드맨,39563,3.9563,3.9574,0.0278
2023-02-26 23:24,310003,10000,군,39532,3.9532,3.9574,0.1061
2023-02-26 23:24,310003,10000,청개구리,39610,3.961,3.9574,0.091
2023-02-26 23:24,310003,10000,벌거숭이 군,39552,3.9552,3.9574,0.0556
2023-02-26 23:24,310003,10000,괴물게,39695,3.9695,3.9574,0.3058
2023-02-26 23:24,310003,10000,인퍼날,8370,0.837,0.8338,0.3838
2023-02-26 23:24,310003,10000,버서커,8243,0.8243,0.8338,1.1394
2023-02-26 23:24,310003,10000,가고일,8279,0.8279,0.8338,0.7076
2023-02-26 23:24,310003,10000,러스트 뱀파이어,8351,0.8351,0.8338,0.1559
2023-02-26 23:24,310003,10000,데몬,8249,0.8249,0.8338,1.0674
2023-02-26 23:24,310003,10000,뱀파이어 퀸,8326,0.8326,0.8338,0.1439
2023-02-26 23:24,310003,10000,스켈레톤 나이트,8331,0.8331,0.8337,0.072
2023-02-26 23:24,310003,10000,데빌,8339,0.8339,0.8337,0.024
2023-02-26 23:24,310003,10000,캐노네이드 키틴,8467,0.8467,0.8338,1.5471
2023-02-26 23:24,310003,10000,데몬 스토커,8316,0.8316,0.8338,0.2639
2023-02-26 23:24,310003,10000,뮤,2084,0.2084,0.2021,3.1173
2023-02-26 23:24,310003,10000,노움,8249,0.8249,0.8337,1.0555
2023-02-26 23:24,310003,10000,오크 전사,8214,0.8214,0.8337,1.4754
2023-02-26 23:24,310003,10000,루움,8409,0.8409,0.8337,0.8636
2023-02-26 23:24,310003,10000,트롤,8523,0.8523,0.8337,2.231
2023-02-26 23:24,310003,10000,본보우 아크리언,8384,0.8384,0.8337,0.5638
2023-02-26 23:24,310003,10000,메테오스 레인저,8209,0.8209,0.8337,1.5353
2023-02-26 23:24,310003,10000,임프,8440,0.844,0.8337,1.2355
2023-02-26 23:24,310003,10000,바바야가,8262,0.8262,0.8337,0.8996
2023-02-26 23:24,310003,10000,뱅갈 나이트,8262,0.8262,0.8337,0.8996
2023-02-26 23:24,310003,10000,트로글다이트,8366,0.8366,0.8337,0.3478
2023-02-26 23:24,310003,10000,곰인형,8386,0.8386,0.8337,0.5877
2023-02-26 23:24,310003,10000,문엘프 전사,8252,0.8252,0.8337,1.0196
2023-02-26 23:24,310003,10000,메테오스 쉐도우,8497,0.8497,0.8337,1.9192
2023-02-26 23:24,310003,10000,문엘프 마법사,8266,0.8266,0.8337,0.8516
2023-02-26 23:24,310003,10000,래서 아스타로트,109,0.0109,0.0101,7.9208
2023-02-26 23:24,310003,10000,몽크마스터,116,0.0116,0.0101,14.8515
2023-02-26 23:24,310003,10000,드래곤 나이트,110,0.011,0.0101,8.9109
2023-02-26 23:24,310003,10000,레프리컨,102,0.0102,0.0101,0.9901
2023-02-26 23:24,310003,10000,엘라임,85,0.0085,0.0101,15.8416
2023-02-26 23:24,310003,10000,노아스,110,0.011,0.0101,8.9109
2023-02-26 23:24,310003,10000,크루얼 크루세이더,106,0.0106,0.0101,4.9505
2023-02-26 23:24,310003,10000,퓨리,111,0.0111,0.0101,9.901
2023-02-26 23:24,310003,10000,광휘의 엘윈더,74,0.0074,0.0075,1.3333
2023-02-26 23:24,310003,10000,수호자 엘리엇,105,0.0105,0.0101,3.9604
2023-02-26 23:24,310003,10000,래서 루시퍼,113,0.0113,0.0101,11.8812
2023-02-26 23:24,310003,10000,드래곤 나이트 아처,97,0.0097,0.0101,3.9604
2023-02-26 23:24,310003,10000,님로드 크루세이더,99,0.0099,0.0101,1.9802
2023-02-26 23:24,310003,10000,광휘의 엘로라,90,0.009,0.0101,10.8911
2023-02-26 23:24,310003,10000,파이어 데몬,93,0.0093,0.0101,7.9208
2023-02-26 23:24,310003,10000,슈리엘,91,0.0091,0.0101,9.901
2023-02-26 23:24,310003,10000,네크로맨서,93,0.0093,0.0101,7.9208
2023-02-26 23:24,310003,10000,쉐이드 웨폰,102,0.0102,0.0101,0.9901
2023-02-26 23:24,310003,10000,골든 엠페러,94,0.0094,0.0101,6.9307
2023-02-26 23:24,310003,10000,시아페,114,0.0114,0.0101,12.8713
2023-02-26 23:24,310003,10000,레이커,100,0.01,0.0101,0.9901
2023-02-26 23:24,310003,10000,문라이트 네메시스,108,0.0108,0.0101,6.9307
2023-02-26 23:24,310003,10000,타락한 엘프,104,0.0104,0.0101,2.9703
2023-02-26 23:24,310003,10000,데스마스터,74,0.0074,0.0075,1.3333
2023-02-26 23:24,310003,10000,가이아,103,0.0103,0.0101,1.9802
2023-02-26 23:24,310003,10000,골든 엠페러 아처,105,0.0105,0.0101,3.9604
2023-02-26 23:24,310003,10000,수호자 엘리시스,67,0.0067,0.0075,10.6667
2023-02-26 23:24,310003,10000,타락한 엘프 아처,105,0.0105,0.0101,3.9604
2023-02-26 23:24,310003,10000,데스마스터 아처,82,0.0082,0.0075,9.3333
2023-02-26 23:24,310003,10000,스핀들 네메시스,99,0.0099,0.0101,1.9802
2023-02-26 23:24,310003,10000,가이아 거너,98,0.0098,0.0101,2.9703
2023-02-26 23:24,310003,10000,미드나잇 셀린느,79,0.0079,0.0075,5.3333
2023-02-26 23:24,310003,10000,캡틴 라이칸,64,0.0064,0.0075,14.6667
2023-02-26 23:24,310003,10000,프린세스,77,0.0077,0.0075,2.6667
2023-02-26 23:24,310003,10000,차크람 소녀,100,0.01,0.0101,0.9901
2023-02-26 23:24,310003,10000,헌터 노바,62,0.0062,0.0075,17.3333
2023-02-26 23:24,310003,10000,체인 인큐버스,23,0.0023,0.0022,4.5455
2023-02-26 23:24,310003,10000,길가메쉬 아처,98,0.0098,0.0101,2.9703
2023-02-26 23:24,310003,10000,길가메쉬 나이트,93,0.0093,0.0101,7.9208
2023-02-26 23:24,310003,10000,바바리안,87,0.0087,0.01,13.0
2023-02-26 23:24,310003,10000,에리세드,102,0.0102,0.01,2.0
2023-02-26 23:24,310003,10000,아스모데우스,71,0.0071,0.0075,5.3333
2023-02-26 23:24,310003,10000,글래디에이터,98,0.0098,0.01,2.0
2023-02-26 23:24,310003,10000,아크데몬,98,0.0098,0.01,2.0
2023-02-26 23:24,310003,10000,헤라클레스,86,0.0086,0.01,14.0
2023-02-26 23:24,310003,10000,아수라,105,0.0105,0.01,5.0
2023-02-26 23:24,310003,10000,라르카 집정관,98,0.0098,0.01,2.0
2023-02-26 23:24,310003,10000,황천의 레인저,107,0.0107,0.01,7.0
2023-02-26 23:24,310003,10000,리치 킹,91,0.0091,0.01,9.0
2023-02-26 23:24,310003,10000,황천의 기사,92,0.0092,0.01,8.0
2023-02-26 23:24,310003,10000,렉스,95,0.0095,0.0099,4.0404
2023-02-26 23:24,310003,10000,그룸프,72,0.0072,0.0075,4.0
2023-02-26 23:24,310003,10000,캐서린,86,0.0086,0.0075,14.6667
2023-02-26 23:24,310003,10000,나이트 오브 퀸,21,0.0021,0.0022,4.5455
2023-02-26 23:24,310003,10000,나디아,23,0.0023,0.0022,4.5455
2023-02-26 23:24,310003,10000,파이어 워크스,22,0.0022,0.0022,0.0
2023-02-26 23:24,310003,10000,시리아,24,0.0024,0.0022,9.0909
2023-02-26 23:24,310003,10000,디아나,20,0.002,0.0022,9.0909
2023-02-26 23:24,310003,10000,트루디,22,0.0022,0.0022,0.0
2023-02-26 23:24,310003,10000,시에나,77,0.0077,0.0075,2.6667
2023-02-26 23:24,310003,10000,코사르,82,0.0082,0.0075,9.3333
2023-02-26 23:24,310003,10000,센토,73,0.0073,0.0075,2.6667
2023-02-26 23:24,310003,10000,베자렐,20,0.002,0.0022,9.0909
2023-02-26 23:24,310003,10000,파시에,23,0.0023,0.0022,4.5455
2023-02-26 23:24,310003,10000,벨라,30,0.003,0.0022,36.3636
2023-02-26 23:24,310003,10000,카사,16,0.0016,0.0022,27.2727
2023-02-26 23:24,310003,10000,캐스퍼,27,0.0027,0.0022,22.7273
2023-02-26 23:24,310003,10000,베르디,24,0.0024,0.0022,9.0909
2023-02-26 23:24,310003,10000,아니타,19,0.0019,0.0022,13.6364
2023-02-26 23:24,310003,10000,블러디 뱀파이어,11,0.0011,0.0022,50.0
2023-02-26 23:24,310003,10000,다크 나이트,8,0.0008,0.001,20.0
2023-02-26 23:24,310003,10000,메타트론 아처,29,0.0029,0.0021,38.0952
2023-02-26 23:24,310003,10000,메타트론,25,0.0025,0.0021,19.0476
2023-02-26 23:24,310003,10000,아폴론,16,0.0016,0.0021,23.8095
2023-02-26 23:24,310003,10000,이프리트,4,0.0004,0.0005,20.0
2023-02-26 23:24,310003,10000,아르테미스,17,0.0017,0.0021,19.0476
2023-02-26 23:24,310003,10000,데빌헌터,8,0.0008,0.001,20.0
2023-02-26 23:24,310003,10000,크로노스,15,0.0015,0.002,25.0
2023-02-26 23:24,310003,10000,듀라한,3,0.0003,0.0005,40.0
2023-02-26 23:24,310003,10000,엘더 스팅어,7,0.0007,0.001,30.0
2023-02-26 23:24,310003,10000,다크 스팅어,22,0.0022,0.001,120.0
2023-02-26 23:24,310003,10000,오페르시나,19,0.0019,0.002,5.0
2023-02-26 23:24,310003,10000,크로노스 아처,19,0.0019,0.002,5.0
2023-02-26 23:24,310003,10000,비숍,20,0.002,0.002,0.0
2023-02-26 23:24,310003,10000,에리스,23,0.0023,0.002,15.0
2023-02-26 23:24,310003,10000,오페르시나 아처,20,0.002,0.002,0.0
2023-02-26 23:24,310003,10000,암살단 암흑,26,0.0026,0.002,30.0
2023-02-26 23:24,310003,10000,넵튠,25,0.0025,0.002,25.0
2023-02-26 23:24,310003,10000,발키리,10,0.001,0.001,0.0
2023-02-26 23:24,310003,10000,다크 메이지,16,0.0016,0.001,60.0
2023-02-26 23:24,310003,10000,넵튠 아처,21,0.0021,0.002,5.0
2023-02-26 23:24,310003,10000,네케브,22,0.0022,0.002,10.0
2023-02-26 23:24,310003,10000,암살단 칠흑,20,0.002,0.002,0.0
2023-02-26 23:24,310003,10000,유피테르의 사념,12,0.0012,0.002,40.0
2023-02-26 23:24,310003,10000,엘사라드,26,0.0026,0.002,30.0
