수행시각,아이템명,성공타입,성공횟수,성공확률(%),기대확률(%),오차(%)
2023-02-24 17:39,영혼석[희귀] : 아폴론,대성공,9872,0.9872,1.0,1.28
2023-02-24 17:39,영혼석[희귀] : 아폴론,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 아르테미스,대성공,10003,1.0003,1.0,0.03
2023-02-24 17:39,영혼석[희귀] : 아르테미스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 오페르시나 아처,대성공,10018,1.0018,1.0,0.18
2023-02-24 17:39,영혼석[희귀] : 오페르시나 아처,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 바알베크의 사령관,대성공,9782,0.9782,1.0,2.18
2023-02-24 17:39,영혼석[희귀] : 바알베크의 사령관,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 암살단 암흑,대성공,10072,1.0072,1.0,0.72
2023-02-24 17:39,영혼석[희귀] : 암살단 암흑,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 암살단 칠흑,대성공,10142,1.0142,1.0,1.42
2023-02-24 17:39,영혼석[희귀] : 암살단 칠흑,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 엠퍼사이저,대성공,9944,0.9944,1.0,0.56
2023-02-24 17:39,영혼석[희귀] : 엠퍼사이저,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 엔젤리스,대성공,10036,1.0036,1.0,0.36
2023-02-24 17:39,영혼석[희귀] : 엔젤리스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 데빌리스,대성공,10071,1.0071,1.0,0.71
2023-02-24 17:39,영혼석[희귀] : 데빌리스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 네케브,대성공,9947,0.9947,1.0,0.53
2023-02-24 17:39,영혼석[희귀] : 네케브,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 센티넬,대성공,9875,0.9875,1.0,1.25
2023-02-24 17:39,영혼석[희귀] : 센티넬,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 엘프리스,대성공,10031,1.0031,1.0,0.31
2023-02-24 17:39,영혼석[희귀] : 엘프리스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 이프리트,대성공,9968,0.9968,1.0,0.32
2023-02-24 17:39,영혼석[희귀] : 이프리트,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 듀라한,대성공,9890,0.9890,1.0,1.1
2023-02-24 17:39,영혼석[희귀] : 듀라한,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 엘사라드,대성공,9921,0.9921,1.0,0.79
2023-02-24 17:39,영혼석[희귀] : 엘사라드,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 비숍,대성공,9978,0.9978,1.0,0.22
2023-02-24 17:39,영혼석[희귀] : 비숍,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 에리스,대성공,9953,0.9953,1.0,0.47
2023-02-24 17:39,영혼석[희귀] : 에리스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 아누비스,대성공,9891,0.9891,1.0,1.09
2023-02-24 17:39,영혼석[희귀] : 아누비스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 메타트론 아처,대성공,10029,1.0029,1.0,0.29
2023-02-24 17:39,영혼석[희귀] : 메타트론 아처,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 메타트론,대성공,9944,0.9944,1.0,0.56
2023-02-24 17:39,영혼석[희귀] : 메타트론,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 아바돈,대성공,9943,0.9943,1.0,0.57
2023-02-24 17:39,영혼석[희귀] : 아바돈,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 수라,대성공,9987,0.9987,1.0,0.13
2023-02-24 17:39,영혼석[희귀] : 수라,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 베놈리퍼,대성공,9793,0.9793,1.0,2.07
2023-02-24 17:39,영혼석[희귀] : 베놈리퍼,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 블랙 데빌리스,대성공,9908,0.9908,1.0,0.92
2023-02-24 17:39,영혼석[희귀] : 블랙 데빌리스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 다크 어쌔신,대성공,9974,0.9974,1.0,0.26
2023-02-24 17:39,영혼석[희귀] : 다크 어쌔신,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 오페르시나 어쌔신,대성공,10046,1.0046,1.0,0.46
2023-02-24 17:39,영혼석[희귀] : 오페르시나 어쌔신,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 메타트론 어쌔신,대성공,10110,1.0110,1.0,1.1
2023-02-24 17:39,영혼석[희귀] : 메타트론 어쌔신,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:39,영혼석[희귀] : 넵튠 슬레이어,대성공,9964,0.9964,1.0,0.36
2023-02-24 17:39,영혼석[희귀] : 넵튠 슬레이어,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[희귀] : 암살단 일격,대성공,10090,1.0090,1.0,0.9
2023-02-24 17:40,영혼석[희귀] : 암살단 일격,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[희귀] : 바알베크의 집행관,대성공,10043,1.0043,1.0,0.43
2023-02-24 17:40,영혼석[희귀] : 바알베크의 집행관,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[희귀] : 미드나잇 아르테미스,대성공,10110,1.0110,1.0,1.1
2023-02-24 17:40,영혼석[희귀] : 미드나잇 아르테미스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[희귀] : 이자벨,대성공,10099,1.0099,,
2023-02-24 17:40,영혼석[희귀] : 이자벨,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[희귀] : 휠카셀,대성공,10043,1.0043,,
2023-02-24 17:40,영혼석[희귀] : 휠카셀,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[희귀] : 카를로스,대성공,9960,0.9960,,
2023-02-24 17:40,영혼석[희귀] : 카를로스,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[희귀] : 미드나잇 에르메스,대성공,10065,1.0065,,
2023-02-24 17:40,영혼석[희귀] : 미드나잇 에르메스,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[희귀] : 제롬,대성공,10076,1.0076,,
2023-02-24 17:40,영혼석[희귀] : 제롬,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 다크 나이트,대성공,1022,0.1022,0.1,2.2
2023-02-24 17:40,영혼석[영웅] : 다크 나이트,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 다크 스팅어,대성공,1027,0.1027,0.1,2.7
2023-02-24 17:40,영혼석[영웅] : 다크 스팅어,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 발키리,대성공,1079,0.1079,0.1,7.9
2023-02-24 17:40,영혼석[영웅] : 발키리,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 엘더 스팅어,대성공,999,0.0999,0.1,0.1
2023-02-24 17:40,영혼석[영웅] : 엘더 스팅어,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 데빌헌터,대성공,977,0.0977,0.1,2.3
2023-02-24 17:40,영혼석[영웅] : 데빌헌터,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 여신 칼리,대성공,978,0.0978,0.1,2.2
2023-02-24 17:40,영혼석[영웅] : 여신 칼리,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 유피테르의 사념,대성공,1064,0.1064,0.1,6.4
2023-02-24 17:40,영혼석[영웅] : 유피테르의 사념,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 크로노스,대성공,1041,0.1041,0.1,4.1
2023-02-24 17:40,영혼석[영웅] : 크로노스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 다크 메이지,대성공,963,0.0963,0.1,3.7
2023-02-24 17:40,영혼석[영웅] : 다크 메이지,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 넵튠,대성공,1046,0.1046,0.1,4.6
2023-02-24 17:40,영혼석[영웅] : 넵튠,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 넵튠 아처,대성공,1047,0.1047,0.1,4.7
2023-02-24 17:40,영혼석[영웅] : 넵튠 아처,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 오페르시나,대성공,1014,0.1014,0.1,1.4
2023-02-24 17:40,영혼석[영웅] : 오페르시나,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 크로노스 아처,대성공,1035,0.1035,0.1,3.5
2023-02-24 17:40,영혼석[영웅] : 크로노스 아처,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 아폴론,대성공,1030,0.1030,0.1,3.0
2023-02-24 17:40,영혼석[영웅] : 아폴론,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 아르테미스,대성공,1017,0.1017,0.1,1.7
2023-02-24 17:40,영혼석[영웅] : 아르테미스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 오페르시나 아처,대성공,952,0.0952,0.1,4.8
2023-02-24 17:40,영혼석[영웅] : 오페르시나 아처,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 바알베크의 사령관,대성공,973,0.0973,0.1,2.7
2023-02-24 17:40,영혼석[영웅] : 바알베크의 사령관,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 암살단 암흑,대성공,1036,0.1036,0.1,3.6
2023-02-24 17:40,영혼석[영웅] : 암살단 암흑,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 암살단 칠흑,대성공,1004,0.1004,0.1,0.4
2023-02-24 17:40,영혼석[영웅] : 암살단 칠흑,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 엠퍼사이저,대성공,968,0.0968,0.1,3.2
2023-02-24 17:40,영혼석[영웅] : 엠퍼사이저,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 엔젤리스,대성공,1043,0.1043,0.1,4.3
2023-02-24 17:40,영혼석[영웅] : 엔젤리스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 데빌리스,대성공,961,0.0961,0.1,3.9
2023-02-24 17:40,영혼석[영웅] : 데빌리스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 네케브,대성공,994,0.0994,0.1,0.6
2023-02-24 17:40,영혼석[영웅] : 네케브,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 센티넬,대성공,1004,0.1004,0.1,0.4
2023-02-24 17:40,영혼석[영웅] : 센티넬,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 엘프리스,대성공,1013,0.1013,0.1,1.3
2023-02-24 17:40,영혼석[영웅] : 엘프리스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 이프리트,대성공,1035,0.1035,0.1,3.5
2023-02-24 17:40,영혼석[영웅] : 이프리트,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 듀라한,대성공,991,0.0991,0.1,0.9
2023-02-24 17:40,영혼석[영웅] : 듀라한,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 엘사라드,대성공,1043,0.1043,0.1,4.3
2023-02-24 17:40,영혼석[영웅] : 엘사라드,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 비숍,대성공,997,0.0997,0.1,0.3
2023-02-24 17:40,영혼석[영웅] : 비숍,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 에리스,대성공,1005,0.1005,0.1,0.5
2023-02-24 17:40,영혼석[영웅] : 에리스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 아누비스,대성공,975,0.0975,0.1,2.5
2023-02-24 17:40,영혼석[영웅] : 아누비스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 메타트론 아처,대성공,972,0.0972,0.1,2.8
2023-02-24 17:40,영혼석[영웅] : 메타트론 아처,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 메타트론,대성공,946,0.0946,0.1,5.4
2023-02-24 17:40,영혼석[영웅] : 메타트론,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 아바돈,대성공,1041,0.1041,0.1,4.1
2023-02-24 17:40,영혼석[영웅] : 아바돈,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 각성한 라르카,대성공,1044,0.1044,0.1,4.4
2023-02-24 17:40,영혼석[영웅] : 각성한 라르카,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 스나이퍼 로즈레인,대성공,1107,0.1107,0.1,10.7
2023-02-24 17:40,영혼석[영웅] : 스나이퍼 로즈레인,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 카오스 가디언,대성공,1016,0.1016,0.1,1.6
2023-02-24 17:40,영혼석[영웅] : 카오스 가디언,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 수라,대성공,938,0.0938,0.1,6.2
2023-02-24 17:40,영혼석[영웅] : 수라,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 베놈리퍼,대성공,989,0.0989,0.1,1.1
2023-02-24 17:40,영혼석[영웅] : 베놈리퍼,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 블랙 데빌리스,대성공,990,0.0990,0.1,1.0
2023-02-24 17:40,영혼석[영웅] : 블랙 데빌리스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 다크 어쌔신,대성공,978,0.0978,0.1,2.2
2023-02-24 17:40,영혼석[영웅] : 다크 어쌔신,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 오페르시나 어쌔신,대성공,999,0.0999,0.1,0.1
2023-02-24 17:40,영혼석[영웅] : 오페르시나 어쌔신,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 메타트론 어쌔신,대성공,982,0.0982,0.1,1.8
2023-02-24 17:40,영혼석[영웅] : 메타트론 어쌔신,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 넵튠 슬레이어,대성공,983,0.0983,0.1,1.7
2023-02-24 17:40,영혼석[영웅] : 넵튠 슬레이어,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 암살단 일격,대성공,1002,0.1002,0.1,0.2
2023-02-24 17:40,영혼석[영웅] : 암살단 일격,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 바알베크의 집행관,대성공,983,0.0983,0.1,1.7
2023-02-24 17:40,영혼석[영웅] : 바알베크의 집행관,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 미드나잇 아르테미스,대성공,949,0.0949,0.1,5.1
2023-02-24 17:40,영혼석[영웅] : 미드나잇 아르테미스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 이자벨,대성공,1005,0.1005,,
2023-02-24 17:40,영혼석[영웅] : 이자벨,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 휠카셀,대성공,997,0.0997,,
2023-02-24 17:40,영혼석[영웅] : 휠카셀,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 카를로스,대성공,1001,0.1001,,
2023-02-24 17:40,영혼석[영웅] : 카를로스,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 미드나잇 에르메스,대성공,1040,0.1040,,
2023-02-24 17:40,영혼석[영웅] : 미드나잇 에르메스,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 제롬,대성공,1030,0.1030,,
2023-02-24 17:40,영혼석[영웅] : 제롬,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 인페르노,대성공,1004,0.1004,0.1,0.4
2023-02-24 17:40,영혼석[영웅] : 인페르노,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 벨켄,대성공,1027,0.1027,0.1,2.7
2023-02-24 17:40,영혼석[영웅] : 벨켄,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 인페르노 아처,대성공,965,0.0965,0.1,3.5
2023-02-24 17:40,영혼석[영웅] : 인페르노 아처,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 벨리타,대성공,1036,0.1036,0.1,3.6
2023-02-24 17:40,영혼석[영웅] : 벨리타,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 인페르노 위저드,대성공,972,0.0972,0.1,2.8
2023-02-24 17:40,영혼석[영웅] : 인페르노 위저드,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 호텐 플로츠,대성공,992,0.0992,0.1,0.8
2023-02-24 17:40,영혼석[영웅] : 호텐 플로츠,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 카를린,대성공,1096,0.1096,0.1,9.6
2023-02-24 17:40,영혼석[영웅] : 카를린,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 네드라스,대성공,975,0.0975,0.1,2.5
2023-02-24 17:40,영혼석[영웅] : 네드라스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 바이스,대성공,1044,0.1044,0.1,4.4
2023-02-24 17:40,영혼석[영웅] : 바이스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 크리스,대성공,1006,0.1006,0.1,0.6
2023-02-24 17:40,영혼석[영웅] : 크리스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 인페르노 어쌔신,대성공,990,0.0990,0.1,1.0
2023-02-24 17:40,영혼석[영웅] : 인페르노 어쌔신,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[영웅] : 용 수호자 카발,대성공,1035,0.1035,,
2023-02-24 17:40,영혼석[영웅] : 용 수호자 카발,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 용 수호자 엘리아,대성공,1009,0.1009,,
2023-02-24 17:40,영혼석[영웅] : 용 수호자 엘리아,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 용 수호자 디트리오,대성공,997,0.0997,,
2023-02-24 17:40,영혼석[영웅] : 용 수호자 디트리오,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 용 수호자 셀라,대성공,1044,0.1044,,
2023-02-24 17:40,영혼석[영웅] : 용 수호자 셀라,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 아크 데빌리스 나이트,대성공,963,0.0963,,
2023-02-24 17:40,영혼석[영웅] : 아크 데빌리스 나이트,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 아크 엔젤리스 아처,대성공,1003,0.1003,,
2023-02-24 17:40,영혼석[영웅] : 아크 엔젤리스 아처,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 아크 엔젤리스 위저드,대성공,965,0.0965,,
2023-02-24 17:40,영혼석[영웅] : 아크 엔젤리스 위저드,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 아크 데빌리스 어쌔신,대성공,1002,0.1002,,
2023-02-24 17:40,영혼석[영웅] : 아크 데빌리스 어쌔신,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 바다의 헤라켄,대성공,991,0.0991,,
2023-02-24 17:40,영혼석[영웅] : 바다의 헤라켄,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 바람의 유게네스,대성공,1004,0.1004,,
2023-02-24 17:40,영혼석[영웅] : 바람의 유게네스,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 불꽃의 벨제뷔트,대성공,1035,0.1035,,
2023-02-24 17:40,영혼석[영웅] : 불꽃의 벨제뷔트,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[영웅] : 대지의 가이아스,대성공,1015,0.1015,,
2023-02-24 17:40,영혼석[영웅] : 대지의 가이아스,일반성공,1000000,100.0000,,
2023-02-24 17:40,봉인된 영혼석[전설],대성공,96,0.0096,0.01,4.0
2023-02-24 17:40,봉인된 영혼석[전설],일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[전설] : 인페르노,대성공,105,0.0105,0.01,5.0
2023-02-24 17:40,영혼석[전설] : 인페르노,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[전설] : 벨켄,대성공,94,0.0094,0.01,6.0
2023-02-24 17:40,영혼석[전설] : 벨켄,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[전설] : 인페르노 아처,대성공,96,0.0096,0.01,4.0
2023-02-24 17:40,영혼석[전설] : 인페르노 아처,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[전설] : 벨리타,대성공,106,0.0106,0.01,6.0
2023-02-24 17:40,영혼석[전설] : 벨리타,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[전설] : 인페르노 위저드,대성공,108,0.0108,0.01,8.0
2023-02-24 17:40,영혼석[전설] : 인페르노 위저드,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[전설] : 호텐 플로츠,대성공,86,0.0086,0.01,14.0
2023-02-24 17:40,영혼석[전설] : 호텐 플로츠,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[전설] : 카를린,대성공,103,0.0103,0.01,3.0
2023-02-24 17:40,영혼석[전설] : 카를린,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[전설] : 네드라스,대성공,87,0.0087,0.01,13.0
2023-02-24 17:40,영혼석[전설] : 네드라스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[전설] : 바이스,대성공,105,0.0105,0.01,5.0
2023-02-24 17:40,영혼석[전설] : 바이스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[전설] : 크리스,대성공,97,0.0097,0.01,3.0
2023-02-24 17:40,영혼석[전설] : 크리스,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[전설] : 인페르노 어쌔신,대성공,102,0.0102,0.01,2.0
2023-02-24 17:40,영혼석[전설] : 인페르노 어쌔신,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼석[전설] : 그리헨텔,대성공,84,0.0084,,
2023-02-24 17:40,영혼석[전설] : 그리헨텔,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 그리헨텔 아처,대성공,96,0.0096,,
2023-02-24 17:40,영혼석[전설] : 그리헨텔 아처,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 그리헨텔 위저드,대성공,106,0.0106,,
2023-02-24 17:40,영혼석[전설] : 그리헨텔 위저드,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 그리헨텔 어쌔신,대성공,103,0.0103,,
2023-02-24 17:40,영혼석[전설] : 그리헨텔 어쌔신,일반성공,1000000,100.0000,,
